harmful-breakable-walk,harmful-breakable-walkBig,harmful-breakable-fly,harmful-breakable-flyBig,harmful-breakable-shooter,harmful-breakable-shooterBig,harmful-breakable-shooterFly,harmful-breakable-shooterFlyBig,harmful-indestructible-fixed,harmful-indestructible-fixedBig,harmful-indestructible-walk,harmful-indestructible-walkBig,harmful-indestructible-fly,harmful-indestructible-flyBig,harmful-indestructible-shooter,harmful-indestructible-shooterBig,harmful-indestructible-shooterFly,harmful-indestructible-shooterFlyBig,friendly-powerUp,friendly-vehicle,friendly-help,friendly-jump,friendly-move,friendly-teleport,friendly-puzzle,friendly-coin
18,0,22,1,4,0,0,0,268,3,3,3,6,3,8,0,0,0,5,1,13,0,143,19,2,0
19,0,3,0,3,0,0,0,51,36,2,0,2,1,16,1,0,1,91,1,398,8,168,0,12,90
0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,0,0,7,10,4,0,1
0,0,0,0,0,0,0,0,168,9,53,0,0,0,4,0,0,0,85,0,285,25,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,51
0,0,0,0,0,1,0,0,30,88,0,3,3,22,11,0,0,0,6,0,30,12,315,23,2,231
1,0,1,0,0,0,0,0,159,15,0,0,2,0,2,0,24,1,0,0,6,1,2,14,0,82
9,4,5,2,3,3,0,0,25,4,28,6,0,0,3,0,0,0,5,2,0,0,5,2,0,13
29,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,2,0,0,75,0,2,7,0
0,0,0,0,0,0,0,0,1057,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,77
2,0,9,4,3,0,0,0,10,22,0,0,0,0,1,0,0,0,9,3,18,0,3,13,0,105
0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,3,0,0,3,1,0,1,0,24,0,237
0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,20,0,5,2,1,0
0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,57,0,6,184,138,45,5,0
0,2,0,0,0,0,0,0,70,2,0,0,43,0,4,2,0,0,9,0,6,5,1,10,0,1
13,4,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,5,1,22,78,7,24,0,142
0,0,0,0,3,0,0,0,108,0,0,0,1,0,99,0,0,0,36,0,40,206,1,14,6,0
0,0,0,0,0,0,0,0,22,9,0,0,21,0,0,0,0,0,0,0,26,0,14,12,0,171
9,37,0,1,6,0,2,0,150,28,0,0,4,3,13,0,0,0,1,0,15,12,48,86,0,91
0,0,0,5,1,0,0,0,27,0,2,0,7,7,4,0,0,0,1,0,11,0,16,10,1,41
0,0,0,0,0,0,0,0,2,3,0,0,38,2,0,0,0,0,4,0,5,0,2,6,0,53
0,0,0,1,0,0,0,0,52,36,0,0,0,0,3,0,0,0,0,2,0,16,2,0,0,304
7,0,17,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,22,1,5,5,12,6,18,570
24,1,2,1,0,0,0,0,6,0,1,0,0,0,4,1,1,0,1,0,3,9,9,3,0,0
0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
3,0,1,0,0,0,0,0,19,0,0,0,17,12,2,0,0,0,0,0,17,60,24,0,1,0
2,8,0,2,19,0,0,0,11,17,0,0,27,1,1,1,0,0,0,1,3,9,3,1,1,131
2,4,0,0,0,2,0,0,14,10,3,0,0,0,0,0,0,0,16,0,1,6,18,14,6,4
0,0,0,0,0,0,0,21,52,44,0,0,0,52,56,0,0,0,9,0,16,9,363,8,1,595
0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,7,0,36,0,14,20,0,0
4,2,0,0,0,0,0,0,4,2,0,1,0,1,0,3,0,0,5,13,16,14,0,8,0,0
0,1,0,0,0,0,0,0,41,20,0,0,0,0,0,2,0,0,13,0,0,13,69,46,10,231
10,0,4,0,3,0,0,0,32,2,2,0,0,0,5,2,0,0,0,0,8,0,5,6,0,43
0,0,0,0,0,6,0,0,94,5,0,0,81,28,8,0,0,0,1,1,62,7,4,4,2,91
3,0,12,0,0,0,0,0,98,0,27,0,13,3,0,0,0,0,0,1,17,0,75,10,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,106,0,0,0,0
6,3,42,0,0,0,0,0,294,1,0,0,0,0,0,0,0,0,59,0,93,6,10,2,0,940
5,0,0,0,0,0,0,0,14,0,0,0,0,8,3,0,0,0,3,0,7,1,9,6,0,76
1,2,6,7,1,0,0,0,1,3,0,0,0,4,3,1,0,0,9,26,9,15,6,29,3,375
1,0,0,0,1,0,0,0,84,2,0,1,0,0,0,0,0,0,3,1,6,3,52,81,2,278
4,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,2,21,4,0,0,64
0,0,0,0,0,0,0,0,338,1,0,0,0,0,0,0,0,0,5,0,6,0,64,8,1,289
19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,74,3,0,64
23,12,2,2,11,3,1,4,303,11,22,15,2,2,32,4,0,0,15,13,20,11,51,30,6,49
3,0,0,0,27,0,0,0,44,21,8,0,0,0,55,0,0,0,4,3,20,4,58,66,9,90
12,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
3,0,2,0,3,0,0,0,58,39,8,0,65,0,14,0,0,0,31,1,457,12,11,12,2,37
0,0,0,0,0,0,0,0,2005,1,4,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0
0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,1,0,137,81,1,8,11,284
8,1,0,0,1,0,0,0,206,7,0,0,6,0,0,0,0,0,10,1,2,12,142,22,5,50
3,0,0,0,2,0,0,0,11,7,0,0,0,10,2,0,0,0,1,1,0,28,18,12,2,9
18,0,0,0,1,0,0,0,95,3,4,0,0,0,11,1,0,0,7,2,27,14,19,11,0,49
7,2,3,0,5,0,1,0,20,5,0,1,2,3,2,0,0,0,2,0,17,4,15,9,0,99
0,0,0,0,1,0,0,0,520,0,0,0,0,0,2,0,0,0,3,0,63,0,0,1,19,0
0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,34,0,0,20,20,2,0,0
1,0,0,0,0,0,0,0,90,2,1,1,18,1,2,0,0,0,0,0,7,3,3,18,5,0
0,0,0,0,0,0,0,0,17,20,0,0,23,0,0,0,0,0,1,0,0,34,0,4,0,323
0,0,44,0,3,14,0,0,6,1,29,0,58,0,31,2,0,0,1,4,544,0,72,21,0,23
12,0,0,0,0,0,0,0,15,0,11,0,0,0,0,0,0,0,0,0,5,37,36,7,1,7
21,0,2,0,0,0,0,0,1079,0,0,0,0,0,5,0,0,0,39,0,3,34,13,3,1,3
0,0,0,0,8,0,1,0,15,0,0,0,0,0,0,0,0,0,1,2,125,0,1,32,0,2
6,1,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,44,9,4,0,6,0,162
0,0,0,0,0,0,0,0,44,12,4,0,32,46,6,0,0,0,3,0,16,63,116,53,2,68
1,0,4,0,11,0,0,0,113,3,8,0,0,1,7,0,0,0,3,0,6,14,20,21,16,7
0,9,0,0,0,0,0,0,249,1,0,0,0,0,84,2,0,0,0,0,0,6,32,0,0,253
2,0,0,0,0,0,0,0,18,0,0,0,10,0,0,0,0,0,3,0,11,0,0,0,0,38
1,0,0,5,0,0,0,0,113,29,2,0,4,6,17,0,0,0,8,6,2,27,243,18,0,119
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,4,0,0
0,0,0,0,0,0,0,0,29,8,0,0,0,0,0,0,0,0,8,0,4,2,18,32,2,22
0,1,0,0,0,5,0,0,362,23,1,16,0,27,12,7,0,0,0,0,46,117,260,4,0,406
0,0,2,0,0,0,0,0,21,0,1,0,7,0,8,0,0,0,0,1,77,12,0,4,0,0
0,3,0,0,0,0,1,0,45,1,1,0,1,2,0,0,1,0,2,1,10,4,14,20,1,26
3,70,0,0,0,1,0,0,34,5,0,1,0,0,14,1,0,0,0,0,0,0,2,0,0,133
9,0,3,0,0,0,0,0,33,3,0,0,0,0,1,0,0,0,0,0,559,22,28,4,1,118
0,3,6,0,0,0,0,0,20,8,0,0,0,3,3,1,0,1,5,1,13,9,30,6,1,70
31,0,0,0,1,0,0,0,34,0,30,0,0,0,0,0,0,0,94,0,25,0,3,8,0,481
2,2,8,3,0,4,0,0,57,30,2,0,16,19,8,0,0,0,17,6,403,11,15,17,1,4
14,0,0,0,0,0,0,0,101,0,0,0,0,0,8,0,0,0,0,0,206,22,13,10,3,19
0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0
7,0,2,1,0,0,0,0,10,1,6,0,0,0,1,0,0,0,0,1,4,0,0,0,0,23
6,5,0,0,1,2,0,0,42,5,0,1,0,0,30,2,0,0,12,6,9,52,72,25,4,39
34,4,6,2,1,0,0,0,2,0,7,3,0,1,0,0,0,0,86,42,0,0,0,0,0,0
10,35,6,0,17,1,3,0,230,26,0,0,6,0,1,0,0,0,3,0,15,5,31,136,0,132
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,0,0,21,15,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,3,0,5,6,0,32
4,1,0,0,1,0,0,0,28,3,2,0,0,0,0,0,0,0,0,0,1,1,2,4,0,9
33,13,0,0,0,0,0,0,632,75,2,0,0,0,5,1,0,0,140,3,2,139,71,29,11,0
0,0,0,0,0,0,0,0,17,4,2,0,2,0,6,0,0,0,1,1,2,0,18,24,3,0
6,0,0,0,4,0,0,0,171,6,0,0,0,0,2,0,0,0,0,1,7,0,1,10,0,77
12,0,0,0,0,0,0,0,63,10,0,0,0,0,1,0,0,0,6,0,4,11,16,16,0,156
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,22,10,0,0,20
5,0,22,0,0,0,0,0,35,0,11,0,0,0,0,0,0,0,1,0,78,18,4,6,2,21
0,0,1,0,0,0,0,0,46,16,2,0,0,0,0,0,0,0,0,0,0,1,11,7,7,18
4,4,0,1,1,0,4,0,113,11,6,0,0,1,0,1,0,0,5,15,149,140,13,28,0,25
5,0,0,0,0,0,0,0,57,20,0,0,0,0,1,0,0,0,6,0,44,0,49,16,54,82
0,0,0,0,0,0,0,0,4,4,0,0,0,0,18,0,0,0,0,1,5,0,0,1,0,3
0,0,0,0,0,0,0,0,12,0,0,0,52,0,15,0,0,0,1,1,46,6,4,8,8,42
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,1,8,23,6,1,0
0,0,0,0,0,0,0,0,42,14,0,0,0,0,0,0,0,0,3,0,26,0,0,0,0,0
1,2,0,0,0,0,0,0,785,1,0,1,1,0,5,0,0,0,9,0,26,42,11,33,2,5
0,38,0,0,0,8,0,0,107,0,0,11,0,0,0,0,0,0,58,8,154,82,3,1,0,232
7,0,1,0,12,0,0,0,345,18,0,0,3,0,0,0,0,0,0,0,37,14,3,10,0,1
1,1,0,0,0,1,0,0,67,1,1,1,3,0,0,0,0,0,73,0,217,9,1,24,5,38
1,0,0,0,0,0,0,0,1295,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
2,18,1,4,0,0,0,0,1,4,1,4,0,0,0,3,0,0,9,2,3,144,161,19,1,181
0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,546,16,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,190,58,98,123,232
0,0,0,0,0,0,0,0,348,74,0,0,0,0,40,0,0,0,1,0,3,752,9,6,0,0
32,0,0,0,0,0,2,0,0,0,30,0,0,0,18,0,0,0,101,0,0,210,3,4,39,0
0,0,2,0,4,0,0,0,14,8,0,0,14,5,5,0,0,0,16,20,0,25,13,2,1,0
9,0,14,0,10,0,0,0,46,29,6,0,0,0,16,0,0,0,0,2,10,69,43,19,0,59
0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
10,0,2,1,0,0,0,0,2,4,5,0,0,0,0,0,0,0,4,0,23,2,1,6,0,36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,26,100,13,10,0,19
11,0,2,0,0,3,0,0,25,10,2,0,11,4,8,0,0,0,5,3,35,25,49,29,2,157
0,0,0,0,1,0,0,0,483,5,18,6,0,0,2,0,0,0,1,1,0,6,2,0,0,0
14,9,3,0,3,0,1,0,2,0,0,0,6,0,14,0,0,2,69,7,0,0,67,0,0,395
17,0,0,0,34,0,0,0,307,12,0,0,1,0,0,0,0,0,15,2,28,12,198,20,7,73
7,0,2,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,11,1,0,6,0,72
0,0,0,0,0,0,0,0,182,0,0,0,0,0,2,0,0,0,0,1,0,0,2,4,1,24
0,0,0,0,23,0,0,0,90,1,0,0,0,0,1,1,0,0,0,0,5,0,0,8,0,0
14,0,0,0,6,0,0,0,3,0,0,0,3,0,5,0,0,0,1,3,6,54,21,12,3,0
0,0,0,0,0,0,0,0,67,4,0,0,0,0,1,0,0,0,0,0,2,2,13,0,3,1
7,0,0,0,0,0,0,0,144,2,0,0,7,0,7,3,0,0,6,1,18,0,9,30,3,22
2,16,0,0,7,6,0,0,834,30,0,1,0,15,10,0,0,0,28,0,55,110,24,71,21,13
3,0,0,0,1,0,0,0,23,3,1,0,31,0,20,0,0,0,6,0,48,23,235,36,5,11
1,0,0,0,5,0,1,0,1103,0,5,0,77,0,3,0,0,0,3,2,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,3,0,0,0,0,0,65,11,0,0,4,6,0,1,0,0,1,0,11,2,5,9,2,15
0,0,0,0,0,20,0,0,115,1,0,0,21,0,0,1,0,0,13,0,182,66,33,30,23,0
0,0,0,27,0,0,0,0,58,7,0,34,0,32,23,0,0,0,0,0,0,11,2,4,0,560
1,0,0,0,0,0,0,0,35,4,0,0,22,9,3,0,0,0,101,17,14,6,8,15,7,186
0,0,0,0,0,0,0,0,30,5,19,3,11,19,8,0,0,0,1,0,11,0,3,11,2,58
0,0,1,1,0,1,0,0,333,22,0,0,0,40,3,0,0,0,0,1,0,34,19,0,1,0
23,2,1,4,4,0,0,0,277,18,2,0,3,0,0,0,0,0,0,4,15,16,4,19,1,19
9,6,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,4,6,2,57,10,1,45
30,0,2,0,0,0,0,0,965,4,0,0,1,1,0,0,0,0,0,0,0,8,0,4,0,0
19,0,0,0,5,0,0,0,288,89,0,0,0,0,2,0,0,0,7,1,14,27,46,14,0,190
0,4,0,0,0,0,0,0,1970,1,0,3,0,0,0,1,0,0,0,0,0,3,20,4,1,0
6,0,0,0,0,0,0,0,209,31,0,0,0,0,6,0,0,0,46,0,73,11,5,0,0,77
0,0,1,1,0,0,0,0,16,7,12,0,1,2,1,1,0,0,8,1,7,5,23,9,42,32
0,0,0,0,0,0,0,0,26,0,0,0,18,0,1,3,0,0,24,3,4,85,11,8,0,3
0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,4,1,0,2,0,12
7,0,0,16,7,0,0,0,14,2,0,0,0,4,0,0,0,0,25,3,17,7,142,41,4,7
0,13,0,5,0,0,0,0,538,53,0,16,0,8,0,3,0,0,4,0,27,0,232,9,0,20
0,0,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,0,1,0,21,0,0,6,0,109
16,40,0,9,3,0,0,0,263,22,6,11,0,0,20,1,0,0,7,13,0,31,5,14,19,346
4,0,2,1,2,4,1,0,15,0,0,0,4,0,0,0,0,0,0,1,15,1,2,8,0,27
27,0,2,0,26,0,0,0,156,5,3,0,3,9,23,0,0,0,16,3,0,99,20,12,4,4
19,0,5,0,0,0,0,0,139,10,0,0,0,0,1,0,0,0,0,0,227,237,19,0,1,175
8,0,2,0,0,0,0,0,46,0,0,0,0,8,3,0,0,0,0,0,0,52,18,0,0,0
4,0,0,0,0,0,0,0,12,2,0,0,0,0,3,0,0,0,0,0,0,29,11,0,0,0
0,0,0,0,0,0,0,0,65,8,22,9,0,0,50,0,0,0,104,7,4,1,22,18,11,49
30,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,10,1,5,0,88
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,23,2,0,11
0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,155,0,88,2,3,11,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,36,1,239,0,1,8,4,156
3,0,8,2,0,0,0,0,2,0,5,1,4,1,0,0,0,0,2,0,2,0,31,2,0,20
6,0,0,0,2,0,2,0,60,49,0,0,3,0,0,1,0,0,1,0,4,11,0,12,4,0
5,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0
7,0,0,0,5,0,0,0,113,23,4,0,2,0,75,0,0,0,1,0,21,1,51,45,33,76
1,0,0,3,0,0,0,0,147,44,0,4,11,28,20,0,0,0,3,7,29,12,15,15,1,240
11,0,9,0,4,0,0,0,220,0,35,7,5,3,5,0,0,0,4,3,15,0,96,17,1,43
10,1,0,0,0,0,0,0,7,1,0,0,0,0,2,0,0,0,3,0,6,2,46,0,0,0
2,6,0,0,1,0,0,0,164,3,7,0,28,0,13,1,0,0,29,10,70,843,12,32,6,29
3,0,0,0,0,0,0,0,64,0,0,0,0,0,2,0,0,0,3,3,773,19,0,10,21,38
0,0,0,0,0,0,0,0,130,2,0,0,55,13,0,0,0,0,92,24,7,47,4,18,2,43
2,0,0,0,1,0,0,0,27,3,3,0,0,0,1,0,0,0,5,0,4,6,11,4,4,18
1,0,0,0,1,0,0,0,13,7,0,0,0,0,6,0,0,0,1,1,2,5,18,12,89,17
6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,26,0,14
14,4,6,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,5,0,14,0,32
32,0,0,0,117,0,0,0,310,0,0,0,0,0,3,0,0,0,189,43,5,216,0,4,0,36
0,0,0,0,0,1,0,0,94,0,2,0,0,0,57,0,0,0,0,0,0,0,1,2,0,0
2,1,1,0,3,1,0,0,14,15,0,0,2,3,1,1,0,0,3,0,11,12,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,290,0,1,38,0,77
9,3,0,0,0,0,0,0,15,0,6,0,1,0,23,1,0,0,6,0,1,0,0,113,0,0
6,1,6,1,6,1,0,0,46,6,3,1,6,1,60,0,0,0,6,1,24,44,185,46,2,92
0,0,0,0,0,0,0,0,71,13,0,0,0,0,0,0,0,0,0,0,2,0,17,5,0,1
6,0,0,0,4,0,0,0,34,44,0,0,4,1,48,0,0,0,0,1,8,63,236,19,4,98
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,17,14,0,29
5,0,2,0,3,0,0,0,0,2,2,0,0,0,2,1,0,0,3,0,1,0,2,6,0,5
3,1,0,0,1,0,0,0,272,11,7,2,6,3,1,0,0,0,8,3,9,12,35,34,7,247
0,0,0,0,34,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,50,0,0,2
0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,5
7,0,0,0,0,0,0,0,61,0,19,0,0,0,0,0,0,0,42,4,7,49,25,4,0,1
4,7,1,0,8,4,0,0,56,16,19,2,3,0,27,0,2,0,2,0,24,23,88,141,17,84
4,1,0,0,5,0,0,0,765,30,1,0,0,0,9,0,0,0,13,0,53,76,47,19,12,371
0,0,3,0,0,0,1,0,960,51,0,0,11,0,28,0,0,0,0,3,40,80,19,13,0,17
5,0,0,0,0,0,0,0,85,35,0,3,12,1,24,0,0,0,4,0,18,11,121,15,3,101
0,0,0,0,9,0,0,0,9,11,0,0,0,0,80,0,0,0,133,1,418,122,35,66,3,1570
6,1,1,0,6,0,0,0,41,1,2,0,0,0,0,0,0,0,1,1,2,5,5,1,1,5
1,3,0,2,0,0,0,0,184,17,0,0,0,0,73,0,0,2,6,0,90,5,25,18,0,5
14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,10,0,0,8,0,70
0,0,0,0,0,0,0,0,2,0,48,0,92,47,0,2,0,0,4,3,408,308,74,21,0,332
0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,29,0,0,1,0,4,1,427
1,0,0,0,0,0,0,0,64,2,1,0,0,0,0,0,0,0,0,0,5,0,5,2,14,3
24,0,0,0,22,0,0,0,70,4,0,0,0,0,0,0,0,0,70,0,3,156,23,8,42,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,26,0,22,2,1,13
3,4,0,0,0,0,0,0,298,78,3,0,0,0,54,0,0,0,0,0,126,10,83,6,1,105
0,0,0,0,0,0,1,0,344,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,17,4,0,0,29,6,0,0,0,0,0,0,0,0,0,2,10,0
16,0,0,0,0,0,0,0,106,22,0,0,0,19,0,0,0,0,6,0,0,99,0,4,0,503
8,1,0,0,0,0,0,0,211,24,0,4,11,0,19,0,0,0,3,2,34,6,50,34,14,53
2,12,3,7,0,0,0,0,29,5,24,16,64,0,7,0,0,0,18,2,50,24,31,13,2,111
9,4,1,0,2,0,1,0,9,2,0,1,5,3,41,0,0,0,1,2,4,3,59,132,0,17
0,0,0,0,0,0,0,0,9,18,0,22,0,41,0,0,0,0,1,0,0,44,0,0,0,131
7,0,0,0,1,2,0,0,9,18,0,0,0,0,5,0,0,0,19,1,9,7,53,14,1,2
21,1,0,0,0,0,0,0,43,0,14,0,0,0,1,0,0,0,1,0,27,10,2,16,26,76
5,0,4,1,1,0,0,0,4,0,0,0,0,3,0,0,0,0,3,1,126,4,13,27,0,59
6,1,0,0,0,0,0,0,38,0,4,1,24,0,4,4,0,2,6,0,11,0,17,9,0,159
13,2,0,0,0,0,0,0,65,9,9,0,2,1,44,0,0,0,5,0,24,24,93,14,9,92
0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,14,1,0,0,113,2,0,218
0,13,0,5,3,0,0,0,7,23,0,12,0,6,0,8,0,0,25,0,174,47,0,4,28,0
2,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,5,0,4,6,1,2,0,0
14,25,0,0,0,0,0,0,37,0,0,14,0,0,0,0,0,0,3,0,0,0,0,7,4,87
81,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,1,0,0,0
7,0,12,0,0,0,0,0,945,100,0,0,0,0,0,0,0,0,77,0,0,0,2,4,0,854
0,0,0,0,0,0,0,0,0,0,21,62,0,0,1,0,0,0,0,0,0,0,0,5,0,157
0,0,0,0,0,0,0,0,194,29,1,0,0,0,1,0,0,0,0,0,0,0,4,6,5,0
0,0,0,0,7,0,1,0,13,2,3,2,1,0,7,0,0,0,8,5,21,49,33,94,22,17
0,0,0,0,0,0,0,0,171,0,0,0,1,9,1,0,0,0,0,0,1,0,1,2,1,36
20,1,0,3,8,1,0,0,174,2,20,2,0,56,27,1,0,0,18,4,20,30,95,34,5,117
15,1,1,0,1,0,0,0,212,39,8,0,58,0,2,0,0,0,50,0,44,55,27,12,3,158
0,0,0,0,0,0,0,0,147,5,0,0,0,0,0,0,0,0,7,0,8,0,126,2,4,42
23,0,4,1,0,0,0,0,58,1,0,0,4,4,1,0,0,0,0,0,5,1,20,7,2,11
7,0,1,0,2,0,0,0,1277,23,1,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0
8,1,14,0,6,0,0,0,74,6,7,0,3,0,19,0,0,0,5,1,18,19,137,30,4,85
7,0,0,0,0,0,0,0,27,11,2,0,4,0,2,0,0,0,2,2,1,15,12,28,11,4
0,0,0,0,0,0,0,0,470,46,0,0,2,14,20,0,0,0,2,0,406,5,18,4,0,22
0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,2,3,2,19,26,2,6
0,0,0,0,0,0,0,0,66,6,0,0,2,0,0,0,0,0,1,0,37,0,69,30,1,127
3,0,0,0,0,0,0,0,82,12,0,0,46,0,25,0,0,0,2,4,19,7,201,21,3,98
9,0,14,72,0,0,0,0,50,4,0,0,0,0,2,0,0,0,4,0,17,21,44,11,4,291
0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,2,0,17,30,17,14,3,60
85,0,0,0,0,0,0,0,657,7,5,0,1,0,50,0,0,0,119,1,1,157,8,4,0,2
0,0,0,0,2,0,0,0,1,2,1,0,11,3,0,0,0,0,1,1,9,1,4,30,5,41
4,6,20,0,0,0,0,0,120,19,0,1,0,1,0,0,0,0,1,0,646,226,22,116,10,228
7,0,0,0,0,0,0,0,41,2,0,0,0,0,4,0,0,0,2,1,4,55,16,8,8,243
14,0,0,0,0,0,0,0,162,8,18,0,0,0,0,0,0,0,0,0,5,25,0,4,0,0
5,7,1,0,0,0,0,0,98,9,0,0,0,0,5,3,1,2,131,0,49,0,280,43,16,194
9,0,0,0,8,2,0,0,173,29,4,0,5,0,8,0,0,0,5,0,5,54,62,46,12,74
0,0,0,0,20,0,0,0,57,0,0,0,0,0,0,0,0,0,78,0,3,111,0,0,0,0
24,5,0,0,0,0,0,0,40,5,2,2,0,0,0,0,0,0,0,0,72,9,0,0,0,38
0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1,0,39,4,12,2,0,2
13,0,10,0,3,0,0,0,76,11,17,0,28,0,3,0,0,0,1,3,59,3,99,13,2,0
4,19,1,1,0,0,0,0,128,5,0,0,0,0,0,0,0,0,0,0,6,1,0,4,9,20
57,0,0,0,0,0,0,0,74,0,0,0,0,39,4,3,0,0,1,0,0,0,68,6,0,0
48,8,0,0,0,0,0,0,51,3,3,3,5,4,12,0,0,0,9,1,56,1,174,47,0,264
0,0,0,0,1,1,4,4,40,14,0,0,5,3,10,1,1,1,1,0,3,1,5,7,0,4
0,0,0,0,0,0,0,0,86,0,0,0,84,6,49,2,0,0,5,2,0,0,1,22,0,70
7,0,6,0,0,0,0,0,88,11,4,1,7,0,10,0,0,0,4,0,12,0,34,23,0,98
0,0,0,0,0,0,0,0,260,10,0,2,0,0,8,0,0,0,1,1,299,28,81,11,6,20
26,0,0,0,0,0,0,0,75,0,3,0,0,0,0,0,0,0,95,0,7,1,4,5,1,0
21,0,0,1,0,0,0,0,14,2,4,1,5,0,16,0,0,0,36,0,51,181,19,23,11,20
11,0,2,0,2,0,0,0,53,10,2,1,0,0,0,0,0,0,3,0,19,13,54,0,7,55
0,0,0,0,0,0,0,0,107,11,0,0,11,0,0,0,0,0,4,0,0,0,6,0,0,98
32,0,0,0,117,0,0,0,310,0,0,0,0,0,3,0,0,0,189,43,6,216,0,4,0,36
38,2,2,0,0,0,0,0,42,1,2,0,0,0,2,0,0,0,31,0,56,0,32,37,3,22
0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,2,0,0,4,0,235,0,61,21,1,17
36,0,0,0,0,0,0,0,199,69,0,0,5,8,0,0,0,0,0,0,179,8,36,16,0,4
1,1,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,8,6,1,0,16,2,0,39
0,0,0,0,41,0,0,0,12,0,30,0,3,16,8,0,0,0,80,0,143,198,30,8,3,23
0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,2,0,17,30,17,14,3,60
