ID,timeLimit,widthBlock,heightBlock,objectCount,record,harmful-breakable-walk,harmful-breakable-walkBig,harmful-breakable-fly,harmful-breakable-flyBig,harmful-breakable-shooter,harmful-breakable-shooterBig,harmful-breakable-shooterFly,harmful-breakable-shooterFlyBig,harmful-indestructible-fixed,harmful-indestructible-fixedBig,harmful-indestructible-walk,harmful-indestructible-walkBig,harmful-indestructible-fly,harmful-indestructible-flyBig,harmful-indestructible-shooter,harmful-indestructible-shooterBig,harmful-indestructible-shooterFly,harmful-indestructible-shooterFlyBig,friendly-powerUp,friendly-vehicle,friendly-help,friendly-jump,friendly-move,friendly-teleport,friendly-puzzle,friendly-coin
38B8-0000-0372-C173,60,240,27,1627,51433,8,2,8,1,0,6,0,0,22,13,0,0,0,15,51,2,0,0,2,0,0,41,78,6,0,376
391B-0000-0363-866E,300,161,27,4045,81642,5,0,2,0,1,0,0,0,3,0,0,0,0,0,68,1,1,0,2,1,13,2,6,8,0,93
393F-0000-0321-6460,500,240,27,3102,87841,16,0,0,0,2,0,0,0,24,4,7,0,3,0,4,0,0,0,42,2,10,40,38,20,3,344
3801-0000-034E-17FD,500,120,27,1332,16892,0,0,0,0,1,0,0,0,1122,1,8,0,1,0,0,0,0,0,1,2,38,8,0,0,0,0
39BF-0000-0353-4C24,20,84,27,797,7920,7,0,0,0,0,0,0,0,164,15,0,0,0,0,7,2,0,0,4,0,4,5,11,18,0,35
39CA-0000-0353-6F7D,500,240,27,1761,68048,2,3,0,0,0,0,0,0,117,4,5,8,1,0,1,3,0,0,3,0,10,0,54,14,0,150
3A22-0000-035E-B2C7,500,240,27,4361,167695,1,0,0,0,1,0,0,0,125,18,2,2,1,0,9,0,2,8,5,0,19,148,90,46,12,53
3A95-0000-0312-75FE,100,84,27,1319,98275,13,9,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,3,1,0,0,0,22,0,300
3B96-0000-034A-CAE0,500,132,27,3821,103830,20,0,0,0,1,0,0,0,37,1,1,0,0,0,0,0,0,0,4,0,5,1,39,66,2,113
3C3F-0000-030C-63EB,110,237,27,3883,90100,17,6,1,0,6,1,0,0,133,18,17,2,4,7,27,0,0,0,16,11,41,32,78,24,3,89
3BC2-0000-0355-E1E9,500,240,27,3855,120963,15,0,13,0,1,0,0,0,177,1,28,0,16,0,0,0,0,0,0,0,12,0,204,5,1,176
3C5E-0000-035E-6CF1,500,240,27,3306,106605,7,0,0,0,4,0,0,0,264,15,37,1,19,0,17,0,0,0,1,0,10,37,91,45,5,76
3CF6-0000-032F-14A1,500,240,27,861,19294,3,0,0,0,0,0,0,0,78,4,22,0,8,9,4,0,0,0,17,6,14,119,17,4,2,26
3D25-0000-0346-0FB7,30,240,27,2002,28116,35,3,0,1,3,0,0,0,92,7,0,0,3,4,9,0,0,0,100,4,8,47,47,14,2,4
3D58-0000-0331-1DBB,150,177,27,1156,16685,8,0,0,1,36,1,0,0,8,0,0,9,0,0,20,4,0,0,96,0,107,256,32,7,0,238
3D9A-0000-0331-EC8E,500,120,27,971,10690,7,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3,0,6,0,0,2
39EE-0000-0332-CD7A,500,184,27,3216,94993,0,0,0,0,0,0,0,0,93,25,0,2,3,8,0,0,0,0,2,9,5,0,18,8,41,14
3EDD-0000-0363-2127,500,240,27,4000,72585,10,0,4,0,0,0,0,0,2,0,4,0,4,1,4,0,0,0,1,3,21,9,2,16,0,98
3EC6-0000-0304-E3A9,400,240,27,3238,88049,26,1,0,1,0,1,0,0,112,1,0,0,3,0,0,0,0,0,7,1,16,0,3,16,3,36
3F98-0000-030C-CBB0,20,189,27,4091,19988,0,0,0,0,0,0,0,0,414,42,0,0,0,0,121,0,0,0,0,0,1,626,17,65,0,96
3FF9-0000-0345-0E7F,70,130,27,701,22630,3,0,0,0,0,0,0,0,429,28,5,0,0,0,12,1,0,0,4,10,17,0,8,0,0,52
3FFC-0000-0355-E3A5,500,240,27,4185,65100,111,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,107,0,3,178,43,14,62,20
403A-0000-033F-8D19,500,240,27,1656,21775,12,13,1,0,0,0,1,0,84,12,0,0,1,0,0,16,0,1,33,0,5,57,19,10,31,16
407A-0000-036B-30BC,300,74,27,842,84672,6,0,4,0,1,0,0,0,6,8,0,0,8,0,8,0,0,0,10,0,12,0,10,16,2,5
40A4-0000-0337-5CC9,500,240,27,1298,36758,0,0,0,0,0,0,0,0,152,7,0,0,2,0,13,3,0,0,18,3,2,22,108,68,6,4
3E0B-0000-0308-19E1,50,228,27,1378,17043,0,18,0,0,0,0,0,0,3,6,1,0,0,0,27,0,0,0,0,0,329,49,42,5,0,221
410A-0000-0376-DED3,190,240,27,3646,20404,84,0,0,0,1,0,1,0,2,2,0,0,10,5,0,0,0,0,7,1,117,88,28,10,2,26
41BC-0000-0358-5B99,300,240,27,3204,30987,2,2,0,0,0,0,0,0,213,5,0,1,0,8,1,2,0,0,19,0,620,50,55,18,36,85
41F5-0000-0300-88CF,500,86,27,1546,15015,3,0,0,0,0,0,0,0,1426,0,0,0,1,0,2,0,0,0,0,0,0,11,2,0,0,0
43E1-0000-031F-E6CC,300,98,27,3409,35270,9,3,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,3,0,1,0,77,20,0,23
443F-0000-0354-345E,200,229,27,2379,79717,3,0,0,0,0,0,0,0,127,4,3,0,5,0,1,2,0,0,4,1,7,9,9,11,0,41
417A-0000-0389-57A3,500,240,27,3866,65533,5,12,0,3,11,1,0,0,148,36,2,0,25,2,4,0,0,0,3,3,210,38,42,7,3,60
44D2-0000-032D-8E64,130,84,27,3188,102155,16,0,0,0,0,0,0,0,718,15,38,0,4,0,43,0,0,0,1,3,396,171,55,7,3,296
44D9-0000-0368-A40E,20,240,27,1006,19440,0,1,0,0,1,0,0,0,177,8,0,0,21,16,0,0,0,0,69,2,0,6,1,5,4,73
4516-0000-030B-B0ED,200,240,27,2102,48416,2,1,2,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,6,1,6,3,1,5,0,85
452B-0000-0306-AD59,200,240,27,221,101240,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,37,98,0,25
454C-0000-0366-DDE5,500,240,27,4402,110602,25,0,24,11,0,0,0,0,52,0,24,0,3,0,8,0,0,0,2,0,12,0,204,8,0,0
45E8-0000-032C-4CCD,350,157,27,2930,111700,0,1,0,0,0,0,0,0,0,2,3,11,2,0,14,0,0,0,11,0,219,5,22,8,2,64
4447-0000-0309-0EF4,300,240,27,2346,41448,6,0,0,0,0,0,0,0,42,0,0,0,11,6,21,0,0,0,0,0,8,0,11,5,0,49
4619-0000-0336-3B49,40,240,27,1837,29930,0,14,0,0,0,8,0,0,114,2,0,6,0,0,0,0,0,0,5,3,106,307,6,0,0,232
4693-0000-0377-DE83,70,144,27,3824,57935,2,0,20,6,0,2,0,0,56,9,0,0,8,2,7,0,0,0,2,0,51,57,16,6,7,23
4705-0000-038D-0C82,420,226,27,373,88023,0,0,3,4,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,1,5,0,5,4,1,20
4730-0000-0337-88CC,250,240,27,1725,171466,11,0,3,0,14,1,2,0,64,36,0,1,0,4,16,2,0,0,8,0,10,3,4,8,0,65
4802-0000-038E-21AB,50,166,27,2873,33737,7,10,0,4,1,6,0,0,23,19,0,5,0,4,4,0,0,0,48,22,485,58,61,51,0,99
4688-0000-034E-601C,500,240,27,2210,26551,16,8,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,97,0,47,16,39,11,0,136
4862-0000-0347-B1F5,60,170,27,1360,0,4,0,1,1,0,0,0,0,20,1,0,0,0,0,9,1,0,0,7,0,2,16,104,1,2,41
489D-0000-033A-446D,40,24,27,1309,32250,4,27,0,0,0,0,0,0,137,0,4,4,0,0,0,0,0,0,9,4,102,44,54,4,0,279
48CB-0000-0326-5402,20,240,27,1778,3343,33,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,100,0,100,27,39,2,0,856
4935-0000-0376-984D,500,157,27,772,9588,0,0,0,0,6,0,0,0,14,0,0,0,61,3,1,0,0,0,154,2,14,34,13,2,2,54
482D-0000-0345-17E8,30,240,27,1280,25287,0,34,0,0,0,0,0,0,2,19,0,2,0,41,0,3,0,0,3,0,63,7,2,0,0,350
49F9-0000-0324-9250,30,104,27,1676,15350,0,3,0,0,54,0,0,0,146,0,72,0,0,0,0,0,0,0,88,0,11,18,52,41,0,0
4A67-0000-031A-97E7,500,240,27,1113,100696,4,14,0,2,2,0,0,0,141,11,0,0,4,2,8,0,0,0,3,0,16,381,7,18,1,24
4B1E-0000-0328-E805,50,130,27,1481,34155,7,4,5,0,2,0,0,0,22,44,3,104,0,0,0,0,0,0,81,2,7,104,29,7,0,162
4C28-0000-0363-59AC,60,240,27,2937,53710,2,7,0,0,64,0,0,0,74,15,8,1,1,5,12,5,0,0,80,43,55,20,23,93,2,26
49F8-0000-0320-00A0,100,240,27,3805,47863,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,34,40,57,6,0,77
4CC8-0000-033D-596C,500,240,27,1950,20605,8,0,1,0,0,0,0,0,40,0,1,0,0,0,1,0,0,0,4,0,105,6,185,0,0,27
4D36-0000-0317-5486,500,240,27,1783,85797,0,0,0,0,0,0,0,0,61,28,0,0,0,0,0,0,0,0,0,0,7,0,43,6,9,1
4D3F-0000-032B-616F,100,71,27,54,4947,4,0,0,0,4,0,0,0,5,2,0,0,4,0,3,0,0,0,0,1,1,3,5,1,1,0
4D66-0000-031A-107C,20,99,27,313,8727,1,0,0,0,0,3,6,0,12,17,0,0,0,6,11,0,0,0,25,0,4,24,18,4,3,20
4E14-0000-0337-95A7,500,240,27,2786,57865,36,0,2,0,3,0,0,0,16,0,0,0,2,0,4,0,0,0,0,2,13,1,1,13,1,20
4D12-0000-0323-5202,40,240,27,2143,27557,0,1,0,0,0,0,0,0,16,6,0,0,0,0,6,0,0,0,7,0,114,56,77,49,0,32
4E42-0000-0329-C03D,300,240,27,1599,23177,7,0,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,7,0,0,8,0,125
4EC8-0000-0340-2B68,500,188,27,4501,95405,27,0,14,0,2,0,0,0,221,36,1,0,61,11,13,0,0,0,2,1,523,2,25,72,0,0
4E40-0000-030B-B07A,240,216,27,3526,54213,10,0,0,3,49,5,0,0,39,2,1,0,0,0,10,1,0,0,2,0,7,36,46,16,1,92
4F32-0000-032D-9E0D,50,240,27,3214,49821,14,5,0,0,6,0,0,0,248,18,6,4,11,4,27,0,0,0,43,6,23,37,85,7,4,21
4F80-0000-0326-FB10,500,150,27,243,14823,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,32,2,8,0,0
5011-0000-0358-B0A1,500,191,27,4326,48883,124,0,0,0,0,0,0,0,322,0,76,0,0,0,0,0,0,0,3,0,13,221,2,4,0,12
507F-0000-032D-0AF7,400,79,27,1862,21666,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,1,66,34,37,4,1,0
4F80-0000-030E-0FD4,10,119,27,444,9789,1,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,3,0,4,0,14,0,0,319
51FE-0000-0357-C895,500,240,27,3774,9296,14,2,0,0,6,0,0,0,306,7,1,0,2,0,2,0,0,0,0,0,83,11,8,53,2,22
520E-0000-030F-5871,500,240,27,1789,54797,0,0,0,0,2,0,0,0,64,7,11,6,18,0,0,0,0,0,5,0,5,0,6,22,24,21
5233-0000-0321-94CF,60,240,27,2006,45745,6,0,0,0,1,0,0,0,1556,57,2,0,14,0,8,0,0,0,0,0,8,24,19,6,0,58
529A-0000-0331-1E04,60,192,27,548,13652,0,0,0,0,0,0,0,0,4,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414
52E7-0000-033B-C0D8,240,231,27,763,27880,4,0,10,0,3,0,0,0,31,0,3,0,9,0,0,0,0,0,0,0,4,0,1,3,0,29
5372-0000-036F-ACE1,60,130,27,1567,49802,21,2,0,0,8,0,0,0,106,34,4,1,0,0,0,0,0,0,3,5,65,68,7,8,0,228
5419-0000-032E-5661,500,220,27,4432,148825,18,0,22,1,4,0,0,0,268,3,3,3,6,3,8,0,0,0,5,1,13,0,143,19,2,0
5459-0000-0337-23AC,500,240,27,2133,21209,19,0,3,0,3,0,0,0,51,36,2,0,2,1,16,1,0,1,91,1,398,8,168,0,12,90
510C-0000-0349-F0E4,500,28,27,151,6850,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,0,0,7,10,4,0,1
5485-0000-032A-405D,40,192,27,2137,37248,0,0,0,0,0,0,0,0,168,9,53,0,0,0,4,0,0,0,85,0,285,25,0,6,0,0
54CD-0000-032A-2309,10,39,27,870,7514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,51
5516-0000-0313-1C33,500,240,27,4524,172550,0,0,0,0,0,1,0,0,30,88,0,3,3,22,11,0,0,0,6,0,30,12,315,23,2,231
556F-0000-032F-0EC7,500,207,27,1882,63475,1,0,1,0,0,0,0,0,159,15,0,0,2,0,2,0,24,1,0,0,6,1,2,14,0,82
5596-0000-0321-A519,500,84,27,914,30892,9,4,5,2,3,3,0,0,25,4,28,6,0,0,3,0,0,0,5,2,0,0,5,2,0,13
55A9-0000-0327-3D8A,200,159,27,1853,43133,29,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,2,0,0,75,0,2,7,0
55C5-0000-0316-6CA7,20,99,27,1178,13289,0,0,0,0,0,0,0,0,1057,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,77
564D-0000-0304-87A8,350,157,27,2263,31850,2,0,9,4,3,0,0,0,10,22,0,0,0,0,1,0,0,0,9,3,18,0,3,13,0,105
5704-0000-0300-9046,50,106,27,347,11620,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,3,0,0,3,1,0,1,0,24,0,237
57F8-0000-0345-A60E,10,54,27,756,7040,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,20,0,5,2,1,0
5844-0000-0327-3692,120,240,27,1500,49074,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,57,0,6,184,138,45,5,0
2B0C-0000-0319-618C,30,84,27,756,23497,0,2,0,0,0,0,0,0,70,2,0,0,43,0,4,2,0,0,9,0,6,5,1,10,0,1
586C-0000-0323-DE10,400,240,27,1377,27183,13,4,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,5,1,22,78,7,24,0,142
54B8-0000-0347-4495,500,68,27,2132,22750,0,0,0,0,3,0,0,0,108,0,0,0,1,0,99,0,0,0,36,0,40,206,1,14,6,0
595A-0000-0325-C9EF,400,240,27,3288,105132,0,0,0,0,0,0,0,0,22,9,0,0,21,0,0,0,0,0,0,0,26,0,14,12,0,171
596A-0000-0375-6596,500,240,27,2912,119210,9,37,0,1,6,0,2,0,150,28,0,0,4,3,13,0,0,0,1,0,15,12,48,86,0,91
599A-0000-0357-F1E7,420,240,27,1164,37829,0,0,0,5,1,0,0,0,27,0,2,0,7,7,4,0,0,0,1,0,11,0,16,10,1,41
599F-0000-0302-0EAA,500,206,27,891,22344,0,0,0,0,0,0,0,0,2,3,0,0,38,2,0,0,0,0,4,0,5,0,2,6,0,53
59DB-0000-0374-E516,50,202,27,470,46463,0,0,0,1,0,0,0,0,52,36,0,0,0,0,3,0,0,0,0,2,0,16,2,0,0,304
5A5F-0000-0357-0784,500,148,27,1615,14556,7,0,17,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,22,1,5,5,12,6,18,570
59DD-0000-0321-4976,500,240,27,695,20273,24,1,2,1,0,0,0,0,6,0,1,0,0,0,4,1,1,0,1,0,3,9,9,3,0,0
5924-0000-0327-6AB1,20,76,27,431,6425,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
5B0E-0000-033C-394B,500,139,27,305,47796,3,0,1,0,0,0,0,0,19,0,0,0,17,12,2,0,0,0,0,0,17,60,24,0,1,0
5B53-0000-036C-57C6,150,132,27,834,10076,2,8,0,2,19,0,0,0,11,17,0,0,27,1,1,1,0,0,0,1,3,9,3,1,1,131
5AB9-0000-038F-A23E,500,240,27,4009,84908,2,4,0,0,0,2,0,0,14,10,3,0,0,0,0,0,0,0,16,0,1,6,18,14,6,4
5B58-0000-031F-891F,500,240,27,3995,131297,0,0,0,0,0,0,0,21,52,44,0,0,0,52,56,0,0,0,9,0,16,9,363,8,1,595
5C2B-0000-0321-33BA,500,84,27,1559,27006,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,7,0,36,0,14,20,0,0
5C51-0000-0332-FCC7,10,98,27,646,5433,4,2,0,0,0,0,0,0,4,2,0,1,0,1,0,3,0,0,5,13,16,14,0,8,0,0
5D42-0000-033C-925F,40,240,27,2227,30207,0,1,0,0,0,0,0,0,41,20,0,0,0,0,0,2,0,0,13,0,0,13,69,46,10,231
5D52-0000-034E-D17F,300,240,27,524,37700,10,0,4,0,3,0,0,0,32,2,2,0,0,0,5,2,0,0,0,0,8,0,5,6,0,43
5DA4-0000-0349-71CF,250,240,27,2031,62135,0,0,0,0,0,6,0,0,94,5,0,0,81,28,8,0,0,0,1,1,62,7,4,4,2,91
5DAA-0000-031F-BBE0,500,240,27,3690,151405,3,0,12,0,0,0,0,0,98,0,27,0,13,3,0,0,0,0,0,1,17,0,75,10,0,4
5DE1-0000-032C-4B93,40,240,27,118,32374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,106,0,0,0,0
5DE7-0000-0347-C219,30,240,27,1748,9570,6,3,42,0,0,0,0,0,294,1,0,0,0,0,0,0,0,0,59,0,93,6,10,2,0,940
5E51-0000-033F-B820,420,240,27,1384,36233,5,0,0,0,0,0,0,0,14,0,0,0,0,8,3,0,0,0,3,0,7,1,9,6,0,76
5E7D-0000-0363-EA71,350,239,27,4213,231161,1,2,6,7,1,0,0,0,1,3,0,0,0,4,3,1,0,0,9,26,9,15,6,29,3,375
5ED1-0000-0359-F0F7,300,177,27,4064,144410,1,0,0,0,1,0,0,0,84,2,0,1,0,0,0,0,0,0,3,1,6,3,52,81,2,278
5F71-0000-0339-FF3E,10,104,27,1195,9921,4,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,2,21,4,0,0,64
5BF6-0000-0357-95CC,500,62,27,1936,16951,0,0,0,0,0,0,0,0,338,1,0,0,0,0,0,0,0,0,5,0,6,0,64,8,1,289
6067-0000-0340-A599,500,240,27,1048,20541,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,74,3,0,64
611E-0000-0365-BDEB,500,240,27,2267,233065,23,12,2,2,11,3,1,4,303,11,22,15,2,2,32,4,0,0,15,13,20,11,51,30,6,49
612A-0000-0346-B88E,500,240,27,3213,211409,3,0,0,0,27,0,0,0,44,21,8,0,0,0,55,0,0,0,4,3,20,4,58,66,9,90
07DE-0000-032F-905E,20,84,27,149,12125,12,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
615E-0000-031F-1BDC,30,225,27,2224,11633,3,0,2,0,3,0,0,0,58,39,8,0,65,0,14,0,0,0,31,1,457,12,11,12,2,37
630E-0000-0324-834E,500,156,27,2022,14200,0,0,0,0,0,0,0,0,2005,1,4,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0
6228-0000-035A-00B7,50,84,27,863,7206,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,1,0,137,81,1,8,11,284
6356-0000-034C-7B17,270,153,27,2256,122589,8,1,0,0,1,0,0,0,206,7,0,0,6,0,0,0,0,0,10,1,2,12,142,22,5,50
6376-0000-0324-B7B5,40,71,27,300,5049,3,0,0,0,2,0,0,0,11,7,0,0,0,10,2,0,0,0,1,1,0,28,18,12,2,9
5FB1-0000-0316-7BD1,500,142,27,726,48228,18,0,0,0,1,0,0,0,95,3,4,0,0,0,11,1,0,0,7,2,27,14,19,11,0,49
63C5-0000-0310-4D8A,300,240,27,1701,18901,7,2,3,0,5,0,1,0,20,5,0,1,2,3,2,0,0,0,2,0,17,4,15,9,0,99
63D6-0000-0303-9192,10,67,27,749,7668,0,0,0,0,1,0,0,0,520,0,0,0,0,0,2,0,0,0,3,0,63,0,0,1,19,0
641C-0000-0324-9268,10,24,27,453,1589,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,34,0,0,20,20,2,0,0
6458-0000-0324-7B8D,500,208,27,3506,76970,1,0,0,0,0,0,0,0,90,2,1,1,18,1,2,0,0,0,0,0,7,3,3,18,5,0
6417-0000-0343-6C9B,20,86,27,566,15269,0,0,0,0,0,0,0,0,17,20,0,0,23,0,0,0,0,0,1,0,0,34,0,4,0,323
6488-0000-030E-EFFE,300,240,27,3448,122266,0,0,44,0,3,14,0,0,6,1,29,0,58,0,31,2,0,0,1,4,544,0,72,21,0,23
64DD-0000-0364-90F0,20,67,27,2000,19200,12,0,0,0,0,0,0,0,15,0,11,0,0,0,0,0,0,0,0,0,5,37,36,7,1,7
646B-0000-0357-ECA3,20,220,27,2222,19853,21,0,2,0,0,0,0,0,1079,0,0,0,0,0,5,0,0,0,39,0,3,34,13,3,1,3
6577-0000-0353-9618,400,180,27,3432,28546,0,0,0,0,8,0,1,0,15,0,0,0,0,0,0,0,0,0,1,2,125,0,1,32,0,2
6570-0000-030C-1C88,500,240,27,3138,45587,6,1,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,44,9,4,0,6,0,162
663F-0000-035E-8FE3,500,240,27,4042,199084,0,0,0,0,0,0,0,0,44,12,4,0,32,46,6,0,0,0,3,0,16,63,116,53,2,68
6667-0000-0306-75D4,500,240,27,3592,135600,1,0,4,0,11,0,0,0,113,3,8,0,0,1,7,0,0,0,3,0,6,14,20,21,16,7
669A-0000-0367-3C67,30,240,27,819,20531,0,9,0,0,0,0,0,0,249,1,0,0,0,0,84,2,0,0,0,0,0,6,32,0,0,253
6725-0000-0322-4837,20,84,27,193,8850,2,0,0,0,0,0,0,0,18,0,0,0,10,0,0,0,0,0,3,0,11,0,0,0,0,38
6728-0000-0339-9D3B,500,240,27,3686,168664,1,0,0,5,0,0,0,0,113,29,2,0,4,6,17,0,0,0,8,6,2,27,243,18,0,119
6740-0000-0312-7CB8,500,240,27,719,12055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,4,0,0
67CF-0000-035F-BC1D,500,80,27,2651,22669,0,0,0,0,0,0,0,0,29,8,0,0,0,0,0,0,0,0,8,0,4,2,18,32,2,22
687C-0000-0373-14A5,110,240,27,1832,20887,0,1,0,0,0,5,0,0,362,23,1,16,0,27,12,7,0,0,0,0,46,117,260,4,0,406
68C8-0000-0334-7C85,20,171,27,600,14964,0,0,2,0,0,0,0,0,21,0,1,0,7,0,8,0,0,0,0,1,77,12,0,4,0,0
68D4-0000-033A-73B9,420,212,27,1630,46579,0,3,0,0,0,0,1,0,45,1,1,0,1,2,0,0,1,0,2,1,10,4,14,20,1,26
68ED-0000-032D-4B86,30,240,27,833,23023,3,70,0,0,0,1,0,0,34,5,0,1,0,0,14,1,0,0,0,0,0,0,2,0,0,133
692E-0000-035F-D6B0,10,60,27,1410,9792,9,0,3,0,0,0,0,0,33,3,0,0,0,0,1,0,0,0,0,0,559,22,28,4,1,118
6956-0000-0360-E4C4,90,176,27,2597,47597,0,3,6,0,0,0,0,0,20,8,0,0,0,3,3,1,0,1,5,1,13,9,30,6,1,70
699D-0000-0376-DE61,500,240,27,2215,95096,31,0,0,0,1,0,0,0,34,0,30,0,0,0,0,0,0,0,94,0,25,0,3,8,0,481
69B5-0000-0383-5956,500,217,27,3543,113850,2,2,8,3,0,4,0,0,57,30,2,0,16,19,8,0,0,0,17,6,403,11,15,17,1,4
69D0-0000-034C-77F5,40,128,27,2088,25656,14,0,0,0,0,0,0,0,101,0,0,0,0,0,8,0,0,0,0,0,206,22,13,10,3,19
6A6A-0000-0335-26CD,30,84,27,37,7128,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0
6AFC-0000-0353-9AE7,500,240,27,1275,18905,7,0,2,1,0,0,0,0,10,1,6,0,0,0,1,0,0,0,0,1,4,0,0,0,0,23
6B4C-0000-0333-A149,500,203,27,4252,127966,6,5,0,0,1,2,0,0,42,5,0,1,0,0,30,2,0,0,12,6,9,52,72,25,4,39
6BD8-0000-0363-809A,100,190,27,2210,83575,34,4,6,2,1,0,0,0,2,0,7,3,0,1,0,0,0,0,86,42,0,0,0,0,0,0
6BE4-0000-037E-335A,500,240,27,2722,144795,10,35,6,0,17,1,3,0,230,26,0,0,6,0,1,0,0,0,3,0,15,5,31,136,0,132
6C2E-0000-031D-6804,280,37,27,985,46905,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,0,0,21,15,2
6CA5-0000-0329-1E4C,300,128,27,667,30245,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,3,0,5,6,0,32
6C87-0000-0343-077E,150,159,27,317,24452,4,1,0,0,1,0,0,0,28,3,2,0,0,0,0,0,0,0,0,0,1,1,2,4,0,9
6CAA-0000-0346-F5DF,50,240,27,1509,49190,33,13,0,0,0,0,0,0,632,75,2,0,0,0,5,1,0,0,140,3,2,139,71,29,11,0
6CF7-0000-0322-37C7,500,84,27,2592,56583,0,0,0,0,0,0,0,0,17,4,2,0,2,0,6,0,0,0,1,1,2,0,18,24,3,0
6D02-0000-030A-45D5,500,127,27,827,22650,6,0,0,0,4,0,0,0,171,6,0,0,0,0,2,0,0,0,0,1,7,0,1,10,0,77
6D1F-0000-0307-BB09,50,84,27,748,15967,12,0,0,0,0,0,0,0,63,10,0,0,0,0,1,0,0,0,6,0,4,11,16,16,0,156
6D20-0000-0322-CD76,500,230,27,194,26470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,22,10,0,0,20
6D64-0000-0314-9800,20,35,27,723,15186,5,0,22,0,0,0,0,0,35,0,11,0,0,0,0,0,0,0,1,0,78,18,4,6,2,21
6DE7-0000-0353-5169,250,126,27,320,27438,0,0,1,0,0,0,0,0,46,16,2,0,0,0,0,0,0,0,0,0,0,1,11,7,7,18
6E43-0000-0355-7AF0,200,240,27,2089,32147,4,4,0,1,1,0,4,0,113,11,6,0,0,1,0,1,0,0,5,15,149,140,13,28,0,25
6E2B-0000-0367-A787,400,191,27,2730,87563,5,0,0,0,0,0,0,0,57,20,0,0,0,0,1,0,0,0,6,0,44,0,49,16,54,82
6F44-0000-0327-B0A0,500,84,27,467,6655,0,0,0,0,0,0,0,0,4,4,0,0,0,0,18,0,0,0,0,1,5,0,0,1,0,3
6597-0000-0354-33CD,500,84,27,698,20536,0,0,0,0,0,0,0,0,12,0,0,0,52,0,15,0,0,0,1,1,46,6,4,8,8,42
6F99-0000-0336-F0A7,500,36,27,612,47250,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,1,8,23,6,1,0
7015-0000-032F-9931,10,121,27,2020,9985,0,0,0,0,0,0,0,0,42,14,0,0,0,0,0,0,0,0,3,0,26,0,0,0,0,0
7077-0000-0327-E392,300,84,27,2018,101847,1,2,0,0,0,0,0,0,785,1,0,1,1,0,5,0,0,0,9,0,26,42,11,33,2,5
70BE-0000-0336-91E8,40,240,27,1715,26327,0,38,0,0,0,8,0,0,107,0,0,11,0,0,0,0,0,0,58,8,154,82,3,1,0,232
